rowid,stationid,city,chinese,latitude,longitude,pm25,pm10,o3,no2 ,so2,co,useless1,useless2,useless3,useless4,useless5,useless6,time
538042,498,Tianjin,,39.085164,117.207281,89,30,15,8,5,10,20,14,1015,68,5,2.01E+13,1410487200
538567,965,Chongqing,,29.560161,106.555275,154,72,8,27,14,11,-,-,0,-,-,2.01E+13,1410494400
538701,36,Beijing,,39.955906,116.474246,135,62,21,28,7,9,24,16,1014,61,3,2.01E+13,1410512400
538713,47,Shanghai,,31.202842,121.453493,86,45,34,14,6,10,28,22,1006,70,4,2.01E+13,1410512400
539270,498,Tianjin,,39.085164,117.207281,95,45,24,17,13,5,22,13,1014,57,4,2.01E+13,1410516000
539784,965,Chongqing,,29.560161,106.555275,93,51,32,21,5,11,-,-,0,-,-,2.01E+13,1410523200
539917,36,Beijing,,39.955906,116.474246,142,58,15,32,4,8,20,17,1015,83,1,2.01E+13,1410541200
539929,47,Shanghai,,31.202842,121.453493,134,49,30,30,5,12,25,24,1007,94,2,2.01E+13,1410541200
540486,498,Tianjin,,39.085164,117.207281,153,76,14,27,16,8,20,15,1015,73,2,2.01E+13,1410544800
540999,965,Chongqing,,29.560161,106.555275,99,55,3,16,11,12,-,-,0,-,-,2.01E+13,1410552000
541132,36,Beijing,,39.955906,116.474246,171,112,3,39,4,11,20,18,1015,88,1,2.01E+13,1410570000
541144,47,Shanghai,,31.202842,121.453493,51,8,31,9,4,6,23,23,1009,100,3,2.01E+13,1410570000
541701,498,Tianjin,,39.085164,117.207281,160,72,12,33,25,11,25,13,1016,47,1,2.01E+13,1410573600
542215,965,Chongqing,,29.560161,106.555275,107,59,6,20,17,11,-,-,0,-,-,2.01E+13,1410580800
542348,36,Beijing,,39.955906,116.474246,129,61,38,8,7,8,27,13,1013,42,5,2.01E+13,1410598800
542360,47,Shanghai,,31.202842,121.453493,53,14,35,11,4,7,24,22,1009,89,4,2.01E+13,1410598800
542917,498,Tianjin,,39.085164,117.207281,139,65,76,11,17,12,27,11,1013,37,2,2.01E+13,1410602400
543431,965,Chongqing,,29.560161,106.555275,65,41,12,24,7,11,-,-,0,-,-,2.01E+13,1410609600
543564,36,Beijing,,39.955906,116.474246,162,80,76,16,7,7,18,16,1014,88,1,2.01E+13,1410627600
543576,47,Shanghai,,31.202842,121.453493,67,33,30,14,6,7,24,21,1012,83,3,2.01E+13,1410627600
544133,498,Tianjin,,39.085164,117.207281,163,87,33,30,32,12,19,16,1014,83,1,2.01E+13,1410631200
544645,965,Chongqing,,29.560161,106.555275,53,30,3,12,5,7,-,-,0,-,-,2.01E+13,1410638400
544778,36,Beijing,,39.955906,116.474246,164,77,14,44,4,8,20,16,1017,78,4,2.01E+13,1410656400
544790,47,Shanghai,,31.202842,121.453493,60,38,35,11,5,6,25,21,1012,78,5,2.01E+13,1410656400
545347,498,Tianjin,,39.085164,117.207281,192,107,11,48,27,19,22,16,1016,69,2,2.01E+13,1410660000
545860,965,Chongqing,,29.560161,106.555275,55,32,3,18,4,7,-,-,0,-,-,2.01E+13,1410667200
545993,36,Beijing,,39.955906,116.474246,82,51,11,22,3,8,22,5,1018,33,4,2.01E+13,1410685200
546004,47,Shanghai,,31.202842,121.453493,66,29,35,11,4,6,27,21,1013,70,7,2.01E+13,1410685200
546561,498,Tianjin,,39.085164,117.207281,192,107,11,48,27,19,22,16,1016,69,2,2.01E+13,1410688800
547073,965,Chongqing,,29.560161,106.555275,72,39,11,27,7,11,-,-,0,-,-,2.01E+13,1410696000
547207,36,Beijing,,39.955906,116.474246,117,76,11,33,3,6,15,12,1019,82,1,2.01E+13,1410714000
547219,47,Shanghai,,31.202842,121.453493,49,28,28,11,4,7,24,20,1013,78,4,2.01E+13,1410714000
547782,498,Tianjin,,39.085164,117.207281,112,52,6,29,17,14,17,12,1019,72,2,2.01E+13,1410717600
548296,965,Chongqing,,29.560161,106.555275,53,18,4,11,6,9,-,-,0,-,-,2.01E+13,1410724800
548429,36,Beijing,,39.955906,116.474246,68,58,1,23,6,5,14,10,1020,77,4,2.01E+13,1410742800
548441,47,Shanghai,,31.202842,121.453493,53,27,30,11,7,5,24,20,1013,78,4,2.01E+13,1410742800
549004,498,Tianjin,,39.085164,117.207281,119,42,2,25,11,18,19,12,1020,64,4,2.01E+13,1410746400
549517,965,Chongqing,,29.560161,106.555275,63,36,4,15,9,9,-,-,0,-,-,2.01E+13,1410753600
549651,36,Beijing,,39.955906,116.474246,25,9,21,6,2,4,29,-1,1016,14,4,2.01E+13,1410771600
549663,47,Shanghai,,31.202842,121.453493,61,25,39,9,4,5,28,18,1012,54,5,2.01E+13,1410771600
550226,498,Tianjin,,39.085164,117.207281,70,31,17,20,8,6,23,2,1016,25,3,2.01E+13,1410775200
550739,965,Chongqing,,29.560161,106.555275,78,44,9,22,6,9,-,-,0,-,-,2.01E+13,1410782400
550873,36,Beijing,,39.955906,116.474246,90,72,25,30,5,4,16,8,1017,59,1,2.01E+13,1410800400
550885,47,Shanghai,,31.202842,121.453493,60,24,33,13,5,6,23,19,1015,78,3,2.01E+13,1410800400
551448,498,Tianjin,,39.085164,117.207281,158,100,10,35,26,11,18,7,1018,49,2,2.01E+13,1410804000
551962,965,Chongqing,,29.560161,106.555275,87,43,6,12,12,9,-,-,0,-,-,2.01E+13,1410811200
552095,36,Beijing,,39.955906,116.474246,57,49,3,23,2,5,18,8,1019,52,4,2.01E+13,1410829200
552107,47,Shanghai,,31.202842,121.453493,102,43,34,21,5,7,24,19,1015,73,4,2.01E+13,1410829200
552670,498,Tianjin,,39.085164,117.207281,194,121,4,39,49,21,21,11,1019,53,1,2.01E+13,1410832800
553184,965,Chongqing,,29.560161,106.555275,82,35,10,14,14,10,-,-,0,-,-,2.01E+13,1410840000
553317,36,Beijing,,39.955906,116.474246,169,102,16,50,6,3,21,12,1018,56,1,2.01E+13,1410858000
553329,47,Shanghai,,31.202842,121.453493,102,44,47,8,5,9,27,19,1013,61,5,2.01E+13,1410858000
553892,498,Tianjin,,39.085164,117.207281,149,99,26,30,27,13,22,7,1018,38,3,2.01E+13,1410861600
554406,965,Chongqing,,29.560161,106.555275,93,47,11,32,8,12,-,-,0,-,-,2.01E+13,1410868800
554540,36,Beijing,,39.955906,116.474246,88,31,8,32,3,7,18,13,1019,73,2,2.01E+13,1410886800
554552,47,Shanghai,,31.202842,121.453493,64,31,34,14,5,8,25,19,1015,69,4,2.01E+13,1410886800
555115,498,Tianjin,,39.085164,117.207281,144,49,8,20,15,13,17,9,1020,59,2,2.01E+13,1410890400
555629,965,Chongqing,,29.560161,106.555275,112,64,3,25,7,11,-,-,0,-,-,2.01E+13,1410897600
555763,36,Beijing,,39.955906,116.474246,65,37,13,27,3,4,17,10,1021,63,3,2.01E+13,1410915600
555775,47,Shanghai,,31.202842,121.453493,67,37,30,21,7,8,24,19,1016,73,4,2.01E+13,1410915600
556338,498,Tianjin,,39.085164,117.207281,117,50,13,22,20,10,17,11,1022,68,2,2.01E+13,1410919200
556853,965,Chongqing,,29.560161,106.555275,61,31,3,12,7,9,-,-,0,-,-,2.01E+13,1410926400
556986,36,Beijing,,39.955906,116.474246,139,62,13,32,3,6,23,12,1019,50,2,2.01E+13,1410944400
556998,47,Shanghai,,31.202842,121.453493,76,45,38,13,5,8,26,19,1014,65,5,2.01E+13,1410944400
557560,498,Tianjin,,39.085164,117.207281,107,46,22,9,17,10,20,11,1020,56,2,2.01E+13,1410948000
558075,965,Chongqing,,29.560161,106.555275,61,30,2,22,5,14,-,-,0,-,-,2.01E+13,1410955200
558208,36,Beijing,,39.955906,116.474246,151,61,18,38,3,6,13,13,1021,100,1,2.01E+13,1410973200
558220,47,Shanghai,,31.202842,121.453493,69,26,31,11,6,7,24,18,1015,69,5,2.01E+13,1410973200
558783,498,Tianjin,,39.085164,117.207281,167,73,10,36,24,14,15,12,1021,82,1,2.01E+13,1410976800
559298,965,Chongqing,,29.560161,106.555275,50,17,2,12,4,14,-,-,0,-,-,2.01E+13,1410984000
559431,36,Beijing,,39.955906,116.474246,173,94,1,38,2,71,17,12,1022,72,3,2.01E+13,1411002000
559443,47,Shanghai,,31.202842,121.453493,66,28,29,25,6,7,22,18,1015,78,4,2.01E+13,1411002000
560006,498,Tianjin,,39.085164,117.207281,178,96,3,36,50,30,19,13,1022,68,2,2.01E+13,1411005600
560517,965,Chongqing,,29.560161,106.555275,46,19,3,15,6,10,-,-,0,-,-,2.01E+13,1411012800
560650,36,Beijing,,39.955906,116.474246,112,58,39,20,4,8,28,6,1017,25,2,2.01E+13,1411030800
560662,47,Shanghai,,31.202842,121.453493,38,26,32,18,6,7,22,18,1015,78,4,2.01E+13,1411030800
561224,498,Tianjin,,39.085164,117.207281,97,62,50,16,11,24,25,4,1017,26,3,2.01E+13,1411034400
561737,965,Chongqing,,29.560161,106.555275,57,25,305,25,5,14,-,-,0,-,-,2.01E+13,1411045200
561871,36,Beijing,,39.955906,116.474246,155,83,37,36,6,6,18,11,1016,64,2,2.01E+13,1411059600
561883,47,Shanghai,,31.202842,121.453493,118,42,26,29,6,9,20,18,1015,88,2,2.01E+13,1411059600
562446,498,Tianjin,,39.085164,117.207281,172,75,23,21,13,13,19,13,1016,68,3,2.01E+13,1411063200
562961,965,Chongqing,,29.560161,106.555275,80,30,162,17,6,12,-,-,0,-,-,2.01E+13,1411070400
563094,36,Beijing,,39.955906,116.474246,179,86,14,35,4,8,14,12,1014,88,1,2.01E+13,1411088400
563106,47,Shanghai,,31.202842,121.453493,111,43,24,36,6,8,19,18,1014,94,4,2.01E+13,1411088400
563668,498,Tianjin,,39.085164,117.207281,172,74,15,14,23,9,19,14,1015,73,5,2.01E+13,1411092000
564182,965,Chongqing,,29.560161,106.555275,93,39,13,23,8,11,-,-,0,-,-,2.01E+13,1411099200
564315,36,Beijing,,39.955906,116.474246,153,56,33,12,6,10,24,15,1009,57,4,2.01E+13,1411117200
564327,47,Shanghai,,31.202842,121.453493,110,41,23,30,7,10,20,17,1012,83,4,2.01E+13,1411117200
564890,498,Tianjin,,39.085164,117.207281,102,58,41,15,12,8,23,14,1009,57,4,2.01E+13,1411124400
565399,965,Chongqing,,29.560161,106.555275,134,67,14,41,8,13,-,-,0,-,-,2.01E+13,1411131600
565533,36,Beijing,,39.955906,116.474246,197,84,31,54,2,19,18,16,1010,88,1,2.01E+13,1411146000
565545,47,Shanghai,,31.202842,121.453493,182,95,10,41,20,13,19,18,1012,94,2,2.01E+13,1411146000
566108,498,Tianjin,,39.085164,117.207281,188,97,24,20,49,14,19,16,1010,83,2,2.01E+13,1411149600
566625,965,Chongqing,,29.560161,106.555275,142,77,1,19,16,17,-,-,0,-,-,2.01E+13,1411156800
566756,36,Beijing,,39.955906,116.474246,182,86,7,26,3,18,18,17,1011,94,1,2.01E+13,1411174801
566768,47,Shanghai,,31.202842,121.453493,160,63,7,28,11,12,20,19,1011,94,3,2.01E+13,1411174800
567331,498,Tianjin,,39.085164,117.207281,174,77,14,18,26,16,20,16,1011,78,2,2.01E+13,1411178400
567846,965,Chongqing,,29.560161,106.555275,117,40,11,20,18,16,-,-,0,-,-,2.01E+13,1411185600
567980,36,Beijing,,39.955906,116.474246,175,84,68,17,8,17,27,14,1008,45,2,2.01E+13,1411203600
567992,47,Shanghai,,31.202842,121.453493,55,14,35,13,5,9,26,19,1010,65,5,2.01E+13,1411203600
568554,498,Tianjin,,39.085164,117.207281,185,106,35,20,14,15,21,17,1010,78,2,2.01E+13,1411207200
569069,965,Chongqing,,29.560161,106.555275,104,67,95,51,7,11,-,-,0,-,-,2.01E+13,1411218000
569203,36,Beijing,,39.955906,116.474246,279,148,70,42,6,21,20,18,1013,88,2,2.01E+13,1411232400
569215,47,Shanghai,,31.202842,121.453493,60,19,30,18,6,8,22,19,1012,83,3,2.01E+13,1411232400
569778,498,Tianjin,,39.085164,117.207281,197,124,13,43,15,18,20,17,1014,83,3,2.01E+13,1411236000
570293,965,Chongqing,,29.560161,106.555275,124,80,2,31,10,17,-,-,0,-,-,2.01E+13,1411243200
570427,36,Beijing,,39.955906,116.474246,156,72,11,34,15,28,19,14,1018,73,2,2.01E+13,1411261200
570439,47,Shanghai,,31.202842,121.453493,62,22,38,13,6,6,23,20,1013,83,5,2.01E+13,1411261200
571001,498,Tianjin,,39.085164,117.207281,158,78,11,26,17,15,20,16,1017,78,5,2.01E+13,1411264800
571516,965,Chongqing,,29.560161,106.555275,99,57,4,23,23,15,-,-,0,-,-,2.01E+13,1411272000
571650,36,Beijing,,39.955906,116.474246,168,83,26,19,15,27,24,16,1017,61,2,2.01E+13,1411290000
571662,47,Shanghai,,31.202842,121.453493,66,28,46,9,5,5,28,15,1012,45,10,2.01E+13,1411290000
572225,498,Tianjin,,39.085164,117.207281,144,72,32,23,27,14,22,16,1016,69,3,2.01E+13,1411293600
572740,965,Chongqing,,29.560161,106.555275,114,72,33,54,15,9,-,-,0,-,-,2.01E+13,1411300800
572874,36,Beijing,,39.955906,116.474246,161,76,43,27,7,18,21,17,1019,78,2,2.01E+13,1411318800
572886,47,Shanghai,,31.202842,121.453493,64,33,37,14,7,6,23,18,1014,73,6,2.01E+13,1411318800
573449,498,Tianjin,,39.085164,117.207281,82,52,34,20,8,14,20,17,1018,83,1,2.01E+13,1411322400
573964,965,Chongqing,,29.560161,106.555275,102,66,36,37,11,8,-,-,0,-,-,2.01E+13,1411329600
574098,36,Beijing,,39.955906,116.474246,180,80,13,29,11,14,20,16,1019,78,1,2.01E+13,1411347600
574110,47,Shanghai,,31.202842,121.453493,67,29,43,13,6,14,22,20,1013,88,7,2.01E+13,1411347600
574673,498,Tianjin,,39.085164,117.207281,139,83,14,35,10,14,23,19,1019,78,3,2.01E+13,1411351200
575188,965,Chongqing,,29.560161,106.555275,104,68,25,31,22,10,-,-,0,-,-,2.01E+13,1411358400
575322,36,Beijing,,39.955906,116.474246,187,116,7,44,14,33,21,17,1017,78,2,2.01E+13,1411376400
575333,47,Shanghai,,31.202842,121.453493,50,46,36,10,5,9,24,21,1010,83,7,2.01E+13,1411376400
575749,498,Tianjin,,39.085164,117.207281,178,103,84,21,37,21,25,18,1015,65,4,2.01E+13,1411380000
576078,965,Chongqing,,29.560161,106.555275,91,61,42,44,11,7,-,-,0,-,-,2.01E+13,1411387200
576211,36,Beijing,,39.955906,116.474246,186,91,4,33,5,25,19,18,1018,94,2,2.01E+13,1411405200
576223,47,Shanghai,,31.202842,121.453493,58,16,24,6,4,6,24,22,1008,89,6,2.01E+13,1411405200
576786,498,Tianjin,,39.085164,117.207281,185,78,23,28,10,26,21,20,1016,94,2,2.01E+13,1411408800
577301,965,Chongqing,,29.560161,106.555275,154,98,39,42,13,9,-,-,0,-,-,2.01E+13,1411416000
577435,36,Beijing,,39.955906,116.474246,154,91,2,18,2,16,18,17,1018,94,3,2.01E+13,1411434000
577447,47,Shanghai,,31.202842,121.453493,49,3,21,6,4,6,24,23,1004,94,9,2.01E+13,1411434000
578010,498,Tianjin,,39.085164,117.207281,165,58,6,24,27,34,21,18,1017,83,4,2.01E+13,1411437600
578525,965,Chongqing,,29.560161,106.555275,132,54,28,18,16,10,-,-,0,-,-,2.01E+13,1411444800
578659,36,Beijing,,39.955906,116.474246,81,91,9,25,2,9,18,17,1016,94,1,2.01E+13,1411462800
578671,47,Shanghai,,31.202842,121.453493,62,18,12,19,5,9,24,23,1001,94,5,2.01E+13,1411462800
579234,498,Tianjin,,39.085164,117.207281,171,73,16,22,21,44,20,16,1016,78,4,2.01E+13,1411466401
579747,965,Chongqing,,29.560161,106.555275,162,83,35,31,9,9,-,-,0,-,-,2.01E+13,1411473600
579880,36,Beijing,,39.955906,116.474246,165,33,2,23,3,10,17,16,1016,94,2,2.01E+13,1411491600
579892,47,Shanghai,,31.202842,121.453493,100,36,12,12,6,9,23,22,1007,94,7,2.01E+13,1411491600
580455,498,Tianjin,,39.085164,117.207281,99,38,9,15,9,25,18,16,1016,88,4,2.01E+13,1411495200
580969,965,Chongqing,,29.560161,106.555275,147,75,8,18,13,10,-,-,0,-,-,2.01E+13,1411502400
581103,36,Beijing,,39.955906,116.474246,61,33,3,27,2,18,17,17,1017,100,2,2.01E+13,1411520400
581115,47,Shanghai,,31.202842,121.453493,84,32,23,23,6,16,22,22,1012,100,4,2.01E+13,1411520400
581678,498,Tianjin,,39.085164,117.207281,107,61,9,19,26,15,18,15,1017,83,3,2.01E+13,1411524000
582191,965,Chongqing,,29.560161,106.555275,112,45,7,27,15,9,-,-,0,-,-,2.01E+13,1411531200
582325,36,Beijing,,39.955906,116.474246,42,15,18,9,2,7,25,14,1014,50,2,2.01E+13,1411549200
582337,47,Shanghai,,31.202842,121.453493,104,51,22,18,7,9,25,21,1012,78,3,2.01E+13,1411549200
582898,498,Tianjin,,39.085164,117.207281,154,78,16,30,24,41,19,15,1016,78,3,2.01E+13,1411556400
583412,965,Chongqing,,29.560161,106.555275,127,65,41,42,12,9,-,-,0,-,-,2.01E+13,1411563600
583546,36,Beijing,,39.955906,116.474246,180,83,29,34,7,10,17,15,1017,88,2,2.01E+13,1411578000
583558,47,Shanghai,,31.202842,121.453493,82,35,26,23,5,9,22,18,1015,78,2,2.01E+13,1411578000
584121,498,Tianjin,,39.085164,117.207281,124,54,9,28,12,21,17,15,1017,88,1,2.01E+13,1411581600
584635,965,Chongqing,,29.560161,106.555275,154,81,3,33,14,10,-,-,0,-,-,2.01E+13,1411588800
584769,36,Beijing,,39.955906,116.474246,177,93,2,32,2,13,17,16,1018,94,1,2.01E+13,1411606800
584781,47,Shanghai,,31.202842,121.453493,154,64,27,34,8,10,23,20,1016,83,1,2.01E+13,1411606800
585344,498,Tianjin,,39.085164,117.207281,162,69,7,28,47,16,19,16,1019,83,1,2.01E+13,1411610400
585859,965,Chongqing,,29.560161,106.555275,151,58,17,22,22,12,-,-,0,-,-,2.01E+13,1411617600
585993,36,Beijing,,39.955906,116.474246,195,99,14,17,4,12,22,17,1016,73,2,2.01E+13,1411635600
586005,47,Shanghai,,31.202842,121.453493,152,62,77,18,8,8,27,17,1014,54,4,2.01E+13,1411635600
586568,498,Tianjin,,39.085164,117.207281,85,56,56,19,14,15,21,13,1014,60,5,2.01E+13,1411642800
587082,965,Chongqing,,29.560161,106.555275,155,74,32,34,19,11,-,-,0,-,-,2.01E+13,1411650000
587216,36,Beijing,,39.955906,116.474246,154,55,23,22,6,12,19,16,1014,83,2,2.01E+13,1411664400
587228,47,Shanghai,,31.202842,121.453493,137,67,45,19,7,10,23,20,1015,83,3,2.01E+13,1411664400
587791,498,Tianjin,,39.085164,117.207281,153,60,25,17,15,18,18,15,1014,83,2,2.01E+13,1411668000
588307,965,Chongqing,,29.560161,106.555275,154,67,11,32,6,9,-,-,0,-,-,2.01E+13,1411675200
588440,36,Beijing,,39.955906,116.474246,184,83,13,34,7,12,18,16,1012,88,2,2.01E+13,1411693200
588452,47,Shanghai,,31.202842,121.453493,167,71,33,29,9,18,23,20,1014,83,2,2.01E+13,1411693200
589015,498,Tianjin,,39.085164,117.207281,180,112,21,25,46,19,22,16,1011,69,4,2.01E+13,1411696800
589531,965,Chongqing,,29.560161,106.555275,156,72,2,32,9,10,-,-,0,-,-,2.01E+13,1411704000
589665,36,Beijing,,39.955906,116.474246,243,119,18,22,19,16,22,17,1009,73,1,2.01E+13,1411722000
589677,47,Shanghai,,31.202842,121.453493,152,63,72,16,6,10,27,19,1012,61,4,2.01E+13,1411722000
590240,498,Tianjin,,39.085164,117.207281,200,118,43,20,18,20,26,17,1008,57,2,2.01E+13,1411725600
590757,965,Chongqing,,29.560161,106.555275,170,105,7,38,11,13,-,-,0,-,-,2.01E+13,1411732800
590890,36,Beijing,,39.955906,116.474246,184,101,6,40,3,20,17,16,1012,94,3,2.01E+13,1411750800
590902,47,Shanghai,,31.202842,121.453493,161,64,46,23,6,11,23,20,1014,83,4,2.01E+13,1411750800
591465,498,Tianjin,,39.085164,117.207281,218,114,20,30,8,22,19,17,1013,88,1,2.01E+13,1411754400
591982,965,Chongqing,,29.560161,106.555275,158,61,2,14,6,12,-,-,0,-,-,2.01E+13,1411761600
592116,36,Beijing,,39.955906,116.474246,128,45,9,21,2,8,17,13,1018,77,2,2.01E+13,1411779600
592128,47,Shanghai,,31.202842,121.453493,147,55,34,24,7,10,24,21,1015,83,4,2.01E+13,1411779600
592691,498,Tianjin,,39.085164,117.207281,160,98,7,17,11,14,21,10,1017,49,4,2.01E+13,1411783200
593208,965,Chongqing,,29.560161,106.555275,161,67,6,23,8,11,-,-,0,-,-,2.01E+13,1411790400
593342,36,Beijing,,39.955906,116.474246,61,16,25,9,2,4,25,8,1015,34,2,2.01E+13,1411808400
593354,47,Shanghai,,31.202842,121.453493,129,52,46,16,5,10,30,21,1013,58,4,2.01E+13,1411808400
593918,498,Tianjin,,39.085164,117.207281,70,61,32,19,5,6,21,11,1015,53,3,2.01E+13,1411812000
594434,965,Chongqing,,29.560161,106.555275,172,97,2,36,11,11,-,-,0,-,-,2.01E+13,1411819200
594568,36,Beijing,,39.955906,116.474246,162,94,22,60,3,6,16,13,1017,82,1,2.01E+13,1411837200
594580,47,Shanghai,,31.202842,121.453493,73,35,36,15,5,9,24,21,1014,83,4,2.01E+13,1411837200
595143,498,Tianjin,,39.085164,117.207281,102,70,14,32,9,8,18,14,1017,77,0,2.01E+13,1411840800
595660,965,Chongqing,,29.560161,106.555275,169,79,2,24,3,12,-,-,0,-,-,2.01E+13,1411848000
595795,36,Beijing,,39.955906,116.474246,154,93,1,27,5,11,15,12,1018,82,1,2.01E+13,1411866000
595807,47,Shanghai,,31.202842,121.453493,69,30,27,20,6,18,24,21,1014,83,5,2.01E+13,1411866000
596371,498,Tianjin,,39.085164,117.207281,154,73,3,25,11,8,20,17,1017,83,2,2.01E+13,1411869600
596888,965,Chongqing,,29.560161,106.555275,180,94,2,22,11,13,-,-,0,-,-,2.01E+13,1411876800
597023,36,Beijing,,39.955906,116.474246,124,61,11,23,11,17,23,14,1014,57,4,2.01E+13,1411894800
597035,47,Shanghai,,31.202842,121.453493,82,45,45,14,5,8,30,19,1010,51,6,2.01E+13,1411894800
597599,498,Tianjin,,39.085164,117.207281,68,57,19,15,7,8,22,12,1014,53,4,2.01E+13,1411898400
598116,965,Chongqing,,29.560161,106.555275,104,53,15,24,10,10,-,-,0,-,-,2.01E+13,1411905600
598251,36,Beijing,,39.955906,116.474246,161,88,13,40,9,12,16,16,1014,100,1,2.01E+13,1411923600
598263,47,Shanghai,,31.202842,121.453493,78,40,37,10,6,9,24,21,1010,83,7,2.01E+13,1411923600
598827,498,Tianjin,,39.085164,117.207281,129,70,8,23,11,5,18,14,1014,77,1,2.01E+13,1411927200
599341,965,Chongqing,,29.560161,106.555275,177,100,17,25,12,13,-,-,0,-,-,2.01E+13,1411934400
599476,36,Beijing,,39.955906,116.474246,172,88,1,31,4,14,16,15,1016,94,2,2.01E+13,1411952400
599488,47,Shanghai,,31.202842,121.453493,123,62,29,28,11,6,27,23,1009,79,3,2.01E+13,1411952400
600052,498,Tianjin,,39.085164,117.207281,184,105,5,29,18,11,21,15,1017,68,4,2.01E+13,1411956000
600569,965,Chongqing,,29.560161,106.555275,185,115,3,35,29,16,-,-,0,-,-,2.01E+13,1411963200
600704,36,Beijing,,39.955906,116.474246,50,12,25,10,2,8,22,3,1020,29,5,2.01E+13,1411981200
600716,47,Shanghai,,31.202842,121.453493,186,96,43,22,4,11,27,24,1009,84,8,2.01E+13,1411981200
601280,498,Tianjin,,39.085164,117.207281,91,64,18,13,10,13,16,6,1022,52,8,2.01E+13,1411984800
601797,965,Chongqing,,29.560161,106.555275,117,83,54,70,6,13,-,-,0,-,-,2.01E+13,1411992000
601932,36,Beijing,,39.955906,116.474246,82,52,17,23,6,3,12,3,1028,54,2,2.01E+13,1412010000
601944,47,Shanghai,,31.202842,121.453493,83,28,32,11,6,13,23,21,1014,88,6,2.01E+13,1412010000
602508,498,Tianjin,,39.085164,117.207281,61,40,10,12,10,5,10,-1,1028,47,5,2.01E+13,1412013600
603025,965,Chongqing,,29.560161,106.555275,112,71,4,22,6,9,-,-,0,-,-,2.01E+13,1412020800
603160,36,Beijing,,39.955906,116.474246,63,26,7,18,6,7,11,2,1029,54,1,2.01E+13,1412038800
603172,47,Shanghai,,31.202842,121.453493,30,20,42,9,4,16,21,20,1017,94,9,2.01E+13,1412038800
603736,498,Tianjin,,39.085164,117.207281,68,45,8,15,12,10,12,-2,1029,38,3,2.01E+13,1412042400
604253,965,Chongqing,,29.560161,106.555275,117,60,12,27,17,11,-,-,0,-,-,2.01E+13,1412049600
604388,36,Beijing,,39.955906,116.474246,74,47,13,14,4,6,15,0,1023,36,3,2.01E+13,1412067600
604400,47,Shanghai,,31.202842,121.453493,76,51,31,11,4,8,22,16,1017,69,9,2.01E+13,1412067600
604964,498,Tianjin,,39.085164,117.207281,87,53,15,15,9,7,15,-2,1023,31,2,2.01E+13,1412071200
605481,965,Chongqing,,29.560161,106.555275,104,53,35,33,9,11,-,-,0,-,-,2.01E+13,1412078400
605616,36,Beijing,,39.955906,116.474246,162,92,10,37,5,7,11,6,1021,71,2,2.01E+13,1412096400
605628,47,Shanghai,,31.202842,121.453493,68,34,30,12,4,7,17,13,1019,77,4,2.01E+13,1412096400
606192,498,Tianjin,,39.085164,117.207281,91,57,8,22,12,6,12,7,1020,72,2,2.01E+13,1412100000
606709,965,Chongqing,,29.560161,106.555275,104,54,4,28,8,9,-,-,0,-,-,2.01E+13,1412107200
606844,36,Beijing,,39.955906,116.474246,154,88,1,26,4,8,12,8,1018,77,1,2.01E+13,1412125200
606856,47,Shanghai,,31.202842,121.453493,95,56,26,27,11,8,18,15,1018,83,4,2.01E+13,1412125200
607420,498,Tianjin,,39.085164,117.207281,122,63,5,17,34,6,15,8,1017,63,4,2.01E+13,1412128800
607935,965,Chongqing,,29.560161,106.555275,107,61,21,28,9,10,-,-,0,-,-,2.01E+13,1412136000
608070,36,Beijing,,39.955906,116.474246,161,57,2,27,2,10,11,10,1014,94,2,2.01E+13,1412154000
608082,47,Shanghai,,31.202842,121.453493,97,49,39,12,9,8,25,14,1014,50,3,2.01E+13,1412154000
608644,498,Tianjin,,39.085164,117.207281,200,111,18,34,17,9,15,12,1014,82,2,2.01E+13,1412157600
609160,965,Chongqing,,29.560161,106.555275,124,48,12,29,4,13,-,-,0,-,-,2.01E+13,1412164800
609295,36,Beijing,,39.955906,116.474246,164,68,2,27,2,12,11,11,1014,100,2,2.01E+13,1412182800
609307,47,Shanghai,,31.202842,121.453493,61,36,35,18,6,8,21,17,1014,78,2,2.01E+13,1412182800
609872,498,Tianjin,,39.085164,117.207281,181,66,9,23,12,11,13,12,1012,94,2,2.01E+13,1412186400
610389,965,Chongqing,,29.560161,106.555275,109,56,13,22,4,12,-,-,0,-,-,2.01E+13,1412193600
610524,36,Beijing,,39.955906,116.474246,163,68,1,22,2,9,12,8,1018,77,1,2.01E+13,1412211600
610536,47,Shanghai,,31.202842,121.453493,97,44,20,27,6,17,21,18,1013,83,2,2.01E+13,1412211600
611101,498,Tianjin,,39.085164,117.207281,163,54,4,14,7,8,13,11,1013,88,3,2.01E+13,1412215200
611618,965,Chongqing,,29.560161,106.555275,119,50,11,23,6,12,-,-,0,-,-,2.01E+13,1412222400
611753,36,Beijing,,39.955906,116.474246,70,57,11,22,5,9,20,13,1012,64,2,2.01E+13,1412240400
611765,47,Shanghai,,31.202842,121.453493,151,71,102,14,11,9,27,15,1010,48,5,2.01E+13,1412240400
612330,498,Tianjin,,39.085164,117.207281,154,80,21,23,5,7,18,11,1013,64,2,2.01E+13,1412244000
612847,965,Chongqing,,29.560161,106.555275,95,54,43,29,7,12,-,-,0,-,-,2.01E+13,1412251200
